"Username","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","FREQ.RT","Response.JOL","Response.RT.1","Response.Response","Response.Accuracy","Recall_Score"
"w10051643",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",16319,"70",2745,"cut",54.545454545455,0
"w214402_dns",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",4218,"87",3127,"",0,0
"W217770_anr",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",2613,"80",3492,"cut ",54.545454545455,0
"w970697",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",2789,"100",3843,"",0,0
"w973014",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",4618,"99",3839,"Cut",54.545454545455,0
"w996448_apb",12,"Frequency Version D","PAPER","DOCUMENT","Study2","B",1962,"60",4333,"macho",15.384615384615,0
"10029010",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",4849,"98",5394,"bird",100,100
"984612",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",4933,"75",4992,"Bird",100,100
"988835",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",3805,"90",7031,"Bird",100,100
"w10051625_bcd",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",6762,"56",3088,"bird",100,100
"w10051643",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",3378,"70",4406,"",0,0
"w214402_dns",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",3036,"97",2652,"bird",100,100
"W217770_anr",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",2849,"70",2985,"bird",100,100
"w970697",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",4480,"70",2606,"bird",100,100
"w973014",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",4817,"99",5008,"Bird",100,100
"w996448_apb",12,"Frequency Version D","PENGUIN","BIRD","Study2","F",1001,"90",2773,"bird",100,100
"10029010",12,"Frequency Version D","PLANT","CACTUS","Study2","B",4050,"95",31393,"green",0,0
"984612",12,"Frequency Version D","PLANT","CACTUS","Study2","B",1803,"100",6536,"Cactus",100,100
"988835",12,"Frequency Version D","PLANT","CACTUS","Study2","B",4259,"80",2692,"Cactus",100,100
"w10051625_bcd",12,"Frequency Version D","PLANT","CACTUS","Study2","B",10066,"64",4067,"cactus",100,100
"w10051643",12,"Frequency Version D","PLANT","CACTUS","Study2","B",3154,"90",3064,"tree",20,0
"w214402_dns",12,"Frequency Version D","PLANT","CACTUS","Study2","B",3287,"87",1190,"",0,0
"W217770_anr",12,"Frequency Version D","PLANT","CACTUS","Study2","B",10249,"93",4435,"cactus",100,100
"w970697",12,"Frequency Version D","PLANT","CACTUS","Study2","B",5021,"80",9164,"cactus ",100,100
"w973014",12,"Frequency Version D","PLANT","CACTUS","Study2","B",15162,"73",7731,"Base",40,0
"w996448_apb",12,"Frequency Version D","PLANT","CACTUS","Study2","B",2675,"90",1396,"",0,0
"10029010",12,"Frequency Version D","RED","CHERRY","Study2","B",4680,"90",5709,"cherry",100,100
"984612",12,"Frequency Version D","RED","CHERRY","Study2","B",5348,"15",6346,"Cherry",100,100
"988835",12,"Frequency Version D","RED","CHERRY","Study2","B",2724,"100",4827,"strawberry",50,0
"w10051625_bcd",12,"Frequency Version D","RED","CHERRY","Study2","B",6644,"43",3698,"cherry",100,100
"w10051643",12,"Frequency Version D","RED","CHERRY","Study2","B",43226,"35",3059,"",0,0
"w214402_dns",12,"Frequency Version D","RED","CHERRY","Study2","B",5031,"78",1491,"",0,0
"W217770_anr",12,"Frequency Version D","RED","CHERRY","Study2","B",2710,"75",5614,"strawberry",50,0
"w970697",12,"Frequency Version D","RED","CHERRY","Study2","B",3475,"100",5891,"cherry",100,100
"w973014",12,"Frequency Version D","RED","CHERRY","Study2","B",3329,"99",4591,"Color",36.363636363636,0
"w996448_apb",12,"Frequency Version D","RED","CHERRY","Study2","B",1685,"48",3082,"",0,0
"10029010",12,"Frequency Version D","REEL","ROD","Study2","S",5865,"85",42184,"pile",0,0
"984612",12,"Frequency Version D","REEL","ROD","Study2","S",17469,"23",6066,"Video",25,0
"988835",12,"Frequency Version D","REEL","ROD","Study2","S",4862,"70",2616,"Rod",100,100
"w10051625_bcd",12,"Frequency Version D","REEL","ROD","Study2","S",6516,"97",4290,"rod",100,100
"w10051643",12,"Frequency Version D","REEL","ROD","Study2","S",3831,"30",1465,"",0,0
"w214402_dns",12,"Frequency Version D","REEL","ROD","Study2","S",2499,"100",3227,"rod",100,100
"W217770_anr",12,"Frequency Version D","REEL","ROD","Study2","S",2437,"88",5362,"fishing pole",13.333333333333,0
"w970697",12,"Frequency Version D","REEL","ROD","Study2","S",3337,"100",3891,"rod",100,100
"w973014",12,"Frequency Version D","REEL","ROD","Study2","S",36719,"80",2961,"Rod",100,100
"w996448_apb",12,"Frequency Version D","REEL","ROD","Study2","S",607,"70",2840,"fish",0,0
"10029010",12,"Frequency Version D","REVENGE","EVEN","Study2","F",3476,"50",15301,"prank",22.222222222222,0
"984612",12,"Frequency Version D","REVENGE","EVEN","Study2","F",26312,"90",5963,"Even",100,100
"988835",12,"Frequency Version D","REVENGE","EVEN","Study2","F",4938,"30",3544,"Even",100,100
"w10051625_bcd",12,"Frequency Version D","REVENGE","EVEN","Study2","F",5923,"75",3202,"even",100,100
"w10051643",12,"Frequency Version D","REVENGE","EVEN","Study2","F",5638,"65",6094,"lost ",0,0
"w214402_dns",12,"Frequency Version D","REVENGE","EVEN","Study2","F",5354,"86",1034,"",0,0
"W217770_anr",12,"Frequency Version D","REVENGE","EVEN","Study2","F",8579,"96",3498,"even",100,100
"w970697",12,"Frequency Version D","REVENGE","EVEN","Study2","F",4637,"80",6142,"evil",50,0
"w973014",12,"Frequency Version D","REVENGE","EVEN","Study2","F",17203,"99",12625,"Feud",25,0
"w996448_apb",12,"Frequency Version D","REVENGE","EVEN","Study2","F",831,"30",829,"",0,0
"10029010",12,"Frequency Version D","SARDINE","FISH","Study2","F",4658,"50",20489,"fish",100,100
"984612",12,"Frequency Version D","SARDINE","FISH","Study2","F",3323,"100",4704,"Fish",100,100
"988835",12,"Frequency Version D","SARDINE","FISH","Study2","F",2643,"100",1765,"Fish",100,100
"w10051625_bcd",12,"Frequency Version D","SARDINE","FISH","Study2","F",9550,"56",6416,"fish",100,100
"w10051643",12,"Frequency Version D","SARDINE","FISH","Study2","F",3282,"20",5300,"fish",100,100
"w214402_dns",12,"Frequency Version D","SARDINE","FISH","Study2","F",3090,"100",2543,"fish",100,100
"W217770_anr",12,"Frequency Version D","SARDINE","FISH","Study2","F",2296,"60",3951,"fish",100,100
"w970697",12,"Frequency Version D","SARDINE","FISH","Study2","F",5228,"79",3976,"fish",100,100
"w973014",12,"Frequency Version D","SARDINE","FISH","Study2","F",31782,"50",12631,"Fish",100,100
"w996448_apb",12,"Frequency Version D","SARDINE","FISH","Study2","F",955,"20",3455,"fish",100,100
"10029010",12,"Frequency Version D","SCAR","MAIN","Study2","U",4450,"50",15439,"looks",0,0
"984612",12,"Frequency Version D","SCAR","MAIN","Study2","U",5211,"12",11267,"Bruise",20,0
"988835",12,"Frequency Version D","SCAR","MAIN","Study2","U",2872,"0",2074,"",0,0
"w10051625_bcd",12,"Frequency Version D","SCAR","MAIN","Study2","U",6526,"5",5686,"",0,0
"w10051643",12,"Frequency Version D","SCAR","MAIN","Study2","U",6906,"40",7588,"lion ",50,0
"w214402_dns",12,"Frequency Version D","SCAR","MAIN","Study2","U",2218,"33",1283,"",0,0
"W217770_anr",12,"Frequency Version D","SCAR","MAIN","Study2","U",23555,"12",5720,"arm",28.571428571429,0
"w970697",12,"Frequency Version D","SCAR","MAIN","Study2","U",3596,"0",1488,"",0,0
"w973014",12,"Frequency Version D","SCAR","MAIN","Study2","U",6378,"22",6126,"Wine",50,0
"w996448_apb",12,"Frequency Version D","SCAR","MAIN","Study2","U",625,"40",2335,"face",25,0
"10029010",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",4542,"95",28116,"shears",100,100
"984612",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",2459,"100",14782,"Shears",100,100
"988835",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",6789,"10",2182,"shread",66.666666666667,100
"w10051625_bcd",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",3701,"8",19975,"",0,0
"w10051643",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",3425,"50",25400,"sheers ",83.333333333333,0
"w214402_dns",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",2348,"89",5650,"shears",100,100
"W217770_anr",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",3052,"90",14314,"trimmers",42.857142857143,0
"w970697",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",4328,"100",6246,"shires",66.666666666667,100
"w973014",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",22903,"64",2797,"Cut",0,0
"w996448_apb",12,"Frequency Version D","SCISSORS","SHEARS","Study2","B",4670,"50",1520,"",0,0
"10029010",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",3966,"904",18382,"chair",18.181818181818,0
"984612",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",2438,"100",3416,"Car",22.22222222,0
"988835",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",3346,"100",4972,"Safety",100,100
"w10051625_bcd",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",5366,"91",5485,"safety",100,100
"w10051643",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",3239,"20",4706,"safety ",100,100
"w214402_dns",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",2425,"100",4419,"car",22.222222222222,0
"W217770_anr",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",2720,"90",4264,"car",22.222222222222,0
"w970697",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",3103,"100",2831,"car",22.222222222222,0
"w973014",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",11666,"89",5331,"Car",22.222222222222,0
"w996448_apb",12,"Frequency Version D","SEATBELT","SAFETY","Study2","S",2310,"60",3339,"safety",100,100
"10029010",12,"Frequency Version D","SHAKE","Shell","Study2","U",8392,"85",141584,"hands",20,0
"984612",12,"Frequency Version D","SHAKE","Shell","Study2","U",3126,"23",6560,"Still",60,0
"988835",12,"Frequency Version D","SHAKE","Shell","Study2","U",4064,"30",3275,"",0,0
"w10051625_bcd",12,"Frequency Version D","SHAKE","Shell","Study2","U",4210,"0",9098,"",0,0
"w10051643",12,"Frequency Version D","SHAKE","Shell","Study2","U",6059,"5",3181,"back ",0,0
"w214402_dns",12,"Frequency Version D","SHAKE","Shell","Study2","U",5259,"1",2138,"",0,0
"W217770_anr",12,"Frequency Version D","SHAKE","Shell","Study2","U",7499,"10",4783,"jar",0,0
"w970697",12,"Frequency Version D","SHAKE","Shell","Study2","U",2732,"0",5230,"mix",0,0
"w973014",12,"Frequency Version D","SHAKE","Shell","Study2","U",12280,"55",11820,"Shook",40,0
"w996448_apb",12,"Frequency Version D","SHAKE","Shell","Study2","U",2905,"50",5438,"",0,0
"10029010",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",7555,"97",39907,"after",40,0
"984612",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",5092,"35",7288,"Razor",100,100
"988835",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",2378,"100",3542,"Razor",100,100
"w10051625_bcd",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",5629,"67",3713,"razor",100,100
"w10051643",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",3794,"100",5023,"razor ",100,100
"w214402_dns",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",3363,"100",1689,"",0,0
"W217770_anr",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",3464,"80",3529,"razor ",100,100
"w970697",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",3500,"100",4235,"razor",100,100
"w973014",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",3771,"99",5146,"Clean",20,0
"w996448_apb",12,"Frequency Version D","SHAVE","RAZOR","Study2","S",2381,"90",4239,"razor",100,100
"10029010",12,"Frequency Version D","SIGN","LOAN","Study2","U",4728,"95",21349,"long",75,100
"984612",12,"Frequency Version D","SIGN","LOAN","Study2","U",3029,"0",9316,"Street",0,0
"988835",12,"Frequency Version D","SIGN","LOAN","Study2","U",3331,"10",3254,"Loan",100,100
"w10051625_bcd",12,"Frequency Version D","SIGN","LOAN","Study2","U",5570,"73",1827,"",0,0
"w10051643",12,"Frequency Version D","SIGN","LOAN","Study2","U",3195,"34",3419,"",0,0
"w214402_dns",12,"Frequency Version D","SIGN","LOAN","Study2","U",5813,"80",1127,"",0,0
"W217770_anr",12,"Frequency Version D","SIGN","LOAN","Study2","U",4811,"90",7498,"language",50,0
"w970697",12,"Frequency Version D","SIGN","LOAN","Study2","U",2872,"100",2131,"",0,0
"w973014",12,"Frequency Version D","SIGN","LOAN","Study2","U",18032,"99",6221,"Stop",25,0
"w996448_apb",12,"Frequency Version D","SIGN","LOAN","Study2","U",2897,"50",4822,"s and wonders",23.529411764706,0
"10029010",12,"Frequency Version D","SMELL","INCENSE","Study2","B",5886,"99",67598,"new",40,0
"984612",12,"Frequency Version D","SMELL","INCENSE","Study2","B",3463,"25",9802,"Incense",100,100
"988835",12,"Frequency Version D","SMELL","INCENSE","Study2","B",2813,"70",2989,"",0,0
"w10051625_bcd",12,"Frequency Version D","SMELL","INCENSE","Study2","B",7016,"90",4296,"",0,0
"w10051643",12,"Frequency Version D","SMELL","INCENSE","Study2","B",9427,"32",7337,"stink ",33.333333333333,0
"w214402_dns",12,"Frequency Version D","SMELL","INCENSE","Study2","B",5341,"58",1818,"",0,0
"W217770_anr",12,"Frequency Version D","SMELL","INCENSE","Study2","B",3691,"40",3003,"scent ",50,0
"w970697",12,"Frequency Version D","SMELL","INCENSE","Study2","B",3677,"80",2421,"",0,0
"w973014",12,"Frequency Version D","SMELL","INCENSE","Study2","B",9104,"59",6440,"Taste",33.333333333333,0
"w996448_apb",12,"Frequency Version D","SMELL","INCENSE","Study2","B",1214,"20",3202,"",0,0
"10029010",12,"Frequency Version D","STEAK","GIVE","Study2","U",7351,"50",16516,"knee",25,0
"984612",12,"Frequency Version D","STEAK","GIVE","Study2","U",3772,"1",19006,"Beef",25,0
"988835",12,"Frequency Version D","STEAK","GIVE","Study2","U",2539,"20",9391,"Obtain",20,0
"w10051625_bcd",12,"Frequency Version D","STEAK","GIVE","Study2","U",7886,"26",5793,"shake",22.222222222222,0
"w10051643",12,"Frequency Version D","STEAK","GIVE","Study2","U",3357,"40",4123,"meat ",25,0
"w214402_dns",12,"Frequency Version D","STEAK","GIVE","Study2","U",2667,"27",2467,"",0,0
"W217770_anr",12,"Frequency Version D","STEAK","GIVE","Study2","U",8624,"15",6022,"meal",25,0
"w970697",12,"Frequency Version D","STEAK","GIVE","Study2","U",4317,"1",1718,"",0,0
"w973014",12,"Frequency Version D","STEAK","GIVE","Study2","U",7620,"22",6798,"House",22.222222222222,0
"w996448_apb",12,"Frequency Version D","STEAK","GIVE","Study2","U",716,"40",4147,"rare",25,0
"10029010",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",6944,"99",4205,"fruit",100,100
"984612",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",2708,"100",4472,"Fruit",100,100
"988835",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",1973,"100",1757,"red",25,0
"w10051625_bcd",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",5664,"55",3233,"fruit",100,100
"w10051643",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",4000,"90",7059,"fruit ",100,100
"w214402_dns",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",3085,"100",3207,"fruit",100,100
"W217770_anr",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",3187,"88",2720,"red",25,0
"w970697",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",3426,"60",4110,"fruit",100,100
"w973014",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",4918,"99",3984,"Fruit",100,100
"w996448_apb",12,"Frequency Version D","STRAWBERRY","FRUIT","Study2","F",656,"50",1311,"",0,0
"10029010",12,"Frequency Version D","TAN","SUN","Study2","S",3602,"90",5033,"sun",100,100
"984612",12,"Frequency Version D","TAN","SUN","Study2","S",2503,"80",6711,"Yellow",0,0
"988835",12,"Frequency Version D","TAN","SUN","Study2","S",3142,"98",2755,"Sun",100,100
"w10051625_bcd",12,"Frequency Version D","TAN","SUN","Study2","S",3411,"40",2629,"sun",100,100
"w10051643",12,"Frequency Version D","TAN","SUN","Study2","S",3297,"76",3318,"sun ",100,100
"w214402_dns",12,"Frequency Version D","TAN","SUN","Study2","S",4013,"88",5303,"sun",100,100
"W217770_anr",12,"Frequency Version D","TAN","SUN","Study2","S",3972,"80",2501,"sun ",100,100
"w970697",12,"Frequency Version D","TAN","SUN","Study2","S",1966,"100",2813,"sun",100,100
"w973014",12,"Frequency Version D","TAN","SUN","Study2","S",20220,"2",7730,"Sun",100,100
"w996448_apb",12,"Frequency Version D","TAN","SUN","Study2","S",1272,"30",4760,"trum",28.571428571429,0
"10029010",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",3973,"99",20169,"quick",16.666666666667,0
"984612",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",4124,"100",8284,"Mad",20,0
"988835",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",3925,"10",3124,"",0,0
"w10051625_bcd",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",5376,"92",3556,"tantrum",100,100
"w10051643",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",3482,"50",4360,"tantrum ",100,100
"w214402_dns",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",3057,"100",4043,"tantrum",100,100
"W217770_anr",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",4263,"99",2844,"anger",50,0
"w970697",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",2638,"100",5603,"morning",14.285714285714,0
"w973014",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",3282,"99",4912,"Tantrum",100,100
"w996448_apb",12,"Frequency Version D","TEMPER","TANTRUM","Study2","S",661,"50",4750,"tantrum",100,100
"10029010",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",6337,"98",18722,"thumb",36.363636363636,0
"984612",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",2866,"25",10020,"Needle",33.33333333,0
"988835",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",8699,"0",4781,"",0,0
"w10051625_bcd",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",7068,"87",6208,"thread",100,100
"w10051643",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",3618,"20",2148,"",0,0
"w214402_dns",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",5967,"88",5380,"thread",100,100
"W217770_anr",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",5195,"75",4018,"thread",100,100
"w970697",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",6484,"60",4082,"tack",40,0
"w973014",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",27937,"12",6791,"Nimble",16.666666666667,0
"w996448_apb",12,"Frequency Version D","THIMBLE","THREAD","Study2","F",2910,"70",5268,"tread",90.909090909091,100
"10029010",12,"Frequency Version D","TICK","FLEA","Study2","S",8377,"96",15198,"flea",100,100
"984612",12,"Frequency Version D","TICK","FLEA","Study2","S",4048,"90",3032,"Flea",100,100
"988835",12,"Frequency Version D","TICK","FLEA","Study2","S",3011,"90",3904,"Flea",100,100
"w10051625_bcd",12,"Frequency Version D","TICK","FLEA","Study2","S",7681,"42",3145,"flea",100,100
"w10051643",12,"Frequency Version D","TICK","FLEA","Study2","S",3262,"70",4391,"flea",100,100
"w214402_dns",12,"Frequency Version D","TICK","FLEA","Study2","S",2548,"100",3120,"flea",100,100
"W217770_anr",12,"Frequency Version D","TICK","FLEA","Study2","S",3793,"78",3574,"flee",75,100
"w970697",12,"Frequency Version D","TICK","FLEA","Study2","S",3977,"100",3564,"flea",100,100
"w973014",12,"Frequency Version D","TICK","FLEA","Study2","S",12029,"99",4950,"Flea",100,100
"w996448_apb",12,"Frequency Version D","TICK","FLEA","Study2","S",653,"10",4053,"flea",100,100
